epoch,w0,w1,w2,misclassified_points
0,0.17626160215454845,0.7954274558188359,0.783061458949416,16
1,-0.8237383978454516,1.0970083065935141,0.3311501012089373,35
2,0.17626160215454845,1.6567593983087618,0.6152133935175128,5
3,-0.8237383978454516,1.6352647931536304,0.7803913872199548,26
4,0.17626160215454845,1.9014677077001663,0.4584509693173562,7
5,1.1762616021545484,1.5766980505074222,1.3442703771423945,30
6,0.17626160215454845,1.8782789012821004,0.8923590194019158,6
7,-0.8237383978454516,2.1798597520567786,0.440447661661437,17
8,0.17626160215454845,2.4460626666033143,0.11850724375883837,12
9,1.1762616021545484,2.219533359204389,0.9919672212323074,29
10,0.17626160215454845,2.5211142099790673,0.5400558634918287,7
11,1.1762616021545484,2.1963445527863232,1.425875271316867,24
12,0.17626160215454845,2.4979254035610015,0.9739639135763882,4
13,-0.8237383978454516,2.47643079840587,1.1391419072788302,16
14,0.17626160215454845,2.742633712952406,0.8172014893762316,5
15,-0.8237383978454516,2.7211391077972746,0.9823794830786736,12
16,0.17626160215454845,2.9873420223438103,0.660439065176075,6
17,1.1762616021545484,2.662572365151066,1.5462584730011133,22
18,0.17626160215454845,2.9641532159257444,1.0943471152606346,5
19,-0.8237383978454516,2.942658610770613,1.2595251089630766,12
20,0.17626160215454845,3.2088615253171486,0.9375846910604779,6
21,1.1762616021545484,2.8840918681244045,1.8234040988855162,20
22,0.17626160215454845,3.1856727188990828,1.3714927411450375,4
23,-0.8237383978454516,3.1641781137439513,1.5366707348474795,13
24,0.17626160215454845,3.430381028290487,1.2147303169448809,5
25,-0.8237383978454516,3.4088864231353555,1.3799083106473229,10
26,0.17626160215454845,3.675089337681891,1.0579678927447242,6
27,1.1762616021545484,3.350319680489147,1.9437873005697626,19
28,0.17626160215454845,3.6519005312638253,1.4918759428292838,4
29,-0.8237383978454516,3.630405926108694,1.6570539365317258,11
30,0.17626160215454845,3.8966088406552295,1.3351135186291272,5
31,-0.8237383978454516,3.875114235500098,1.5002915123315692,10
32,0.17626160215454845,4.141317150046634,1.1783510944289706,6
33,1.1762616021545484,3.8165474928538896,2.064170502254009,14
34,0.17626160215454845,4.118128343628568,1.6122591445135301,3
35,-0.8237383978454516,4.130537150899786,1.566793485749542,10
36,0.17626160215454845,4.3967400654463225,1.2448530678469434,6
37,1.1762616021545484,4.071970408253579,2.1306724756719815,12
38,0.17626160215454845,4.3735512590282575,1.6787611179315027,3
39,-0.8237383978454516,4.385960066299476,1.6332954591675146,10
40,0.17626160215454845,4.652162980846012,1.311355041264916,6
41,1.1762616021545484,4.3273933236532685,2.197174449089954,12
42,0.17626160215454845,4.628974174427947,1.7452630913494753,3
43,-0.8237383978454516,4.641382981699166,1.6997974325854872,9
44,0.17626160215454845,4.907585896245702,1.3778570146828886,6
45,1.1762616021545484,4.582816239052958,2.2636764225079267,12
46,0.17626160215454845,4.884397089827637,1.811765064767448,3
47,-0.8237383978454516,4.896805897098855,1.7662994060034598,9
48,0.17626160215454845,5.163008811645391,1.4443589881008612,6
49,1.1762616021545484,4.838239154452648,2.3301783959258993,10
50,0.17626160215454845,5.139820005227326,1.8782670381854205,3
51,-0.8237383978454516,5.152228812498545,1.8328013794214324,9
52,0.17626160215454845,5.418431727045081,1.5108609615188338,6
53,1.1762616021545484,5.093662069852337,2.396680369343872,10
54,0.17626160215454845,5.395242920627016,1.944769011603393,3
55,-0.8237383978454516,5.407651727898235,1.899303352839405,8
56,0.17626160215454845,5.518053351097159,1.958604509551418,3
57,-0.8237383978454516,5.530462158368378,1.9131388507874298,8
58,0.17626160215454845,5.640863781567303,1.9724400074994428,3
59,-0.8237383978454516,5.653272588838521,1.9269743487354547,7
60,0.17626160215454845,5.763674212037446,1.9862755054474677,3
61,-0.8237383978454516,5.776083019308665,1.9408098466834796,7
62,0.17626160215454845,5.88648464250759,2.0001110033954923,3
63,-0.8237383978454516,5.898893449778808,1.9546453446315042,7
64,0.17626160215454845,6.009295072977733,2.013946501343517,3
65,-0.8237383978454516,6.0217038802489515,1.968480842579529,7
66,0.17626160215454845,6.132105503447876,2.027781999291542,4
67,1.1762616021545484,5.807335846255132,2.9136014071165803,10
68,0.17626160215454845,6.1089166970298105,2.4616900493761014,3
69,-0.8237383978454516,6.121325504301029,2.416224390612113,8
70,0.17626160215454845,6.231727127499954,2.4755255473241258,3
71,-0.8237383978454516,6.2441359347711725,2.4300598885601374,7
72,0.17626160215454845,6.017606627372247,3.3035198660336063,3
73,-0.8237383978454516,6.460313698899024,2.486988094100299,6
74,0.17626160215454845,6.233784391500099,3.360448071573768,3
75,-0.8237383978454516,6.676491463026876,2.5439162996404607,6
76,0.17626160215454845,6.449962155627951,3.41737627711393,3
77,-0.8237383978454516,6.892669227154728,2.6008445051806226,6
78,0.17626160215454845,6.6661399197558024,3.474304482654092,3
79,-0.8237383978454516,7.108846991282579,2.6577727107207845,5
80,0.17626160215454845,6.882317683883654,3.5312326881942537,3
81,-0.8237383978454516,7.325024755410431,2.7147009162609463,5
82,0.17626160215454845,7.098495448011506,3.5881608937344156,2
83,-0.8237383978454516,7.110904255282724,3.5426952349704273,4
84,0.17626160215454845,7.3771071698292605,3.220754817067829,3
85,-0.8237383978454516,7.389515977100479,3.1752891583038405,4
86,0.17626160215454845,7.064746319907735,4.061108566128879,2
87,-0.8237383978454516,7.507453391434512,3.2445767941955714,4
88,0.17626160215454845,7.182683734241769,4.130396202020609,2
89,-0.8237383978454516,7.6253908057685456,3.313864430087302,3
90,0.17626160215454845,7.300621148575802,4.199683837912341,2
91,-0.8237383978454516,7.743328220102579,3.3831520659790333,3
92,0.17626160215454845,7.418558562909835,4.268971473804072,2
93,-0.8237383978454516,7.861265634436612,3.4524397018707647,3
94,0.17626160215454845,7.536495977243868,4.338259109695803,2
95,-0.8237383978454516,7.979203048770645,3.521727337762496,3
96,0.17626160215454845,7.654433391577902,4.407546745587535,2
97,-0.8237383978454516,8.09714046310468,3.5910149736542274,3
98,0.17626160215454845,7.772370805911935,4.476834381479266,2
99,-0.8237383978454516,8.215077877438713,3.6603026095459588,3
100,0.17626160215454845,7.890308220245968,4.5461220173709975,2
101,-0.8237383978454516,8.333015291772746,3.72959024543769,3
102,0.17626160215454845,8.008245634580001,4.615409653262729,2
103,-0.8237383978454516,8.45095270610678,3.7988778813294215,3
104,0.17626160215454845,8.126183048914035,4.68469728915446,2
105,-0.8237383978454516,8.568890120440813,3.868165517221153,3
106,0.17626160215454845,8.244120463248068,4.753984925046192,2
107,-0.8237383978454516,8.686827534774846,3.9374531531128842,3
108,0.17626160215454845,8.362057877582101,4.823272560937923,2
109,-0.8237383978454516,8.804764949108879,4.006740789004615,3
110,0.17626160215454845,8.479995291916135,4.8925601968296535,2
111,-0.8237383978454516,8.922702363442912,4.0760284248963465,3
112,0.17626160215454845,8.597932706250168,4.961847832721385,2
113,-0.8237383978454516,9.040639777776946,4.145316060788078,2
114,0.17626160215454845,8.715870120584201,5.031135468613116,2
115,-0.8237383978454516,9.158577192110979,4.214603696679809,2
116,0.17626160215454845,8.833807534918234,5.100423104504848,2
117,-0.8237383978454516,9.276514606445012,4.283891332571541,2
118,0.17626160215454845,8.951744949252268,5.169710740396579,2
119,-0.8237383978454516,9.394452020779045,4.353178968463272,2
120,0.17626160215454845,9.0696823635863,5.23899837628831,2
121,-0.8237383978454516,9.512389435113079,4.422466604355003,1
122,0.17626160215454845,9.5525254774687,4.515887163041563,2
123,-0.8237383978454516,9.56493428473992,4.470421504277574,1
124,0.17626160215454845,9.605070327095541,4.563842062964134,2
125,-0.8237383978454516,9.61747913436676,4.518376404200145,1
126,0.17626160215454845,9.657615176722382,4.611796962886705,2
127,-0.8237383978454516,9.670023983993602,4.566331304122716,1
128,0.17626160215454845,9.710160026349223,4.659751862809276,2
129,-0.8237383978454516,9.722568833620443,4.614286204045287,1
130,0.17626160215454845,9.762704875976064,4.7077067627318465,2
131,-0.8237383978454516,9.775113683247284,4.662241103967858,0
